study,variable_id,outcome_type,denominator,derivation,source_questions,notes
rct,ppc_ds_discharge_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Vaginal discharge / pus / foul smelling vaginal discharge",i1800d,
rct,ppc_ds_faint_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Weak and faint",i1800k,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_faint_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Weak and faint",i1800k,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_faint_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Weak and faint",i1800k,
rct,ppc_ds_fever_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Fever",i1800c,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_fever_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Fever",i1800c,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_fever_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Fever",i1800c,
rct,ppc_ds_headache_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Severe headache",i1800e,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_headache_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Severe headache",i1800e,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_headache_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Severe headache",i1800e,
rct,ppc_ds_infection_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Infection",i1800o,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_infection_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Infection",i1800o,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_infection_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Infection",i1800o,
rct,ppc_ds_inflamation_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Inflammation",i1800p,MIRRORED from ppc_ds_inflammation_ka_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,ppc_ds_inflammation_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Inflammation",i1800p,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_inflammation_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Inflammation",i1800p,
rct,ppc_ds_pain_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Severe pain in lower abdomen",i1800b,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_pain_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Severe pain in lower abdomen",i1800b,MIRRORED from ppc_ds_pain_ka_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,ppc_ds_pain_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Severe pain in lower abdomen",i1800b,
rct,ppc_ds_placenta_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Retained placenta",i1800i,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_placenta_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Retained placenta",i1800i,MIRRORED from ppc_ds_placenta_ka_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,ppc_ds_placenta_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Retained placenta",i1800i,
rct,ppc_ds_sad_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Sadness / Depression",i1800n,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_sad_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Sadness / Depression",i1800n,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_sad_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Sadness / Depression",i1800n,
rct,ppc_ds_vagina_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Ruptured vagina",i1800j,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_vagina_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Ruptured vagina",i1800j,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_vagina_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Ruptured vagina",i1800j,
rct,ppc_ds_vision_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Blurred vision",i1800f,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_vision_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Blurred vision",i1800f,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_ds_vision_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name postpartum danger sign, 2=respondent named postpartum danger sign - Blurred vision",i1800f,
rct,ppc_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1,"999=refused whether had health checked, when or by whom, 0=don't know if had health checked, when or by whom, 1=did not have health checked by health professional within 7 days, 2=had health checked within 7 days by medical professional","f3600, f3700, f3800",AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ppc_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01,"999=refused whether had health checked, when or by whom, 0=don't know if had health checked, when or by whom, 1=did not have health checked by health professional within 7 days, 2=had health checked within 7 days by medical professional","f3600, f3700, f3800",AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ppc_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused whether had health checked, when or by whom, 0=don't know if had health checked, when or by whom, 1=did not have health checked by health professional within 7 days, 2=had health checked within 7 days by medical professional","f3600, f3700, f3800",
rct,ppc_w4,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused whether had health checked, when or by whom, 0=don't know if had health checked, when or by whom, 1=did not have health checked by health professional within 7 days, 2=had health checked within 7 days by medical professional","f3600, f3700, f3800",MIRRORED from ppc_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,preg_prev_current_w1,practice,all respondents with a complete survey who are not pregnant and have ever used birth control,"999=refused, 0=don’t know if currently using birth control, 1=are not currently using birth control, 2=are currently using birth control",e1100,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,preg_prev_current_w2,practice,all respondents with a complete survey who are not pregnant and have ever used birth control,"999=refused, 0=don’t know if currently using birth control, 1=are not currently using birth control, 2=are currently using birth control",e1100,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,preg_prev_current_w3,practice,all respondents with a complete survey who are not pregnant and have ever used birth control,"999=refused, 0=don’t know if currently using birth control, 1=are not currently using birth control, 2=are currently using birth control",e1100,
rct,preg_prev_ever_w1,practice,all respondents with a complete survey,"999=refused, 0=don’t know if ever used birth control, 1=have never used birth control, 2=have used birth control",e0900,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,preg_prev_ever_w2,practice,all respondents with a complete survey,"999=refused, 0=don’t know if ever used birth control, 1=have never used birth control, 2=have used birth control",e0900,MIRRORED from preg_prev_ever_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,preg_prev_ever_w3,practice,all respondents with a complete survey,"999=refused, 0=don’t know if ever used birth control, 1=have never used birth control, 2=have used birth control",e0900,
rct,preg_w1,,,"whether female respondent was pregnant at time of wave 1 survey. 999=refused, 0= Don't Know, 1=No, 2=Yes",,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,preg_w2,,,"whether female respondent was pregnant at time of wave 2 survey. 999=refused, 0= Don't Know, 1=No, 2=Yes",,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,preg_w3,,,"whether female respondent was pregnant at time of wave 3 survey. 999=refused, 0= Don't Know, 1=No, 2=Yes",,source row used format A (description-only)
rct,preg_w4,,,"whether female respondent was pregnant at time of wave 3 survey. 999=refused, 0= Don't Know, 1=No, 2=Yes",,MIRRORED from preg_w3; derivation applies analogously with the wave window shifted; verify against actual data files. Source row notes: source row used format A (description-only)
rct,prenc_12w_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=a woman should start going for prenatal checkups at 12 weeks or less",i1300,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_12w_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=a woman should start going for prenatal checkups at 12 weeks or less",i1300,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_12w_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=a woman should start going for prenatal checkups at 12 weeks or less",i1300,
rct,prenc_12w_ka_w4,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=a woman should start going for prenatal checkups at 12 weeks or less",i1300,MIRRORED from prenc_12w_ka_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,prenc_ds_anemia_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Anemia",i1400o,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_anemia_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Anemia",i1400o,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_anemia_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Anemia",i1400o,
rct,prenc_ds_bleeding_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Bleeding",i1400a,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_bleeding_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Bleeding",i1400a,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_bleeding_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Bleeding",i1400a,
rct,prenc_ds_care_pi_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1 who experienced a prenatal danger sign and sought care,"999=refused, 0=had prenatal problem, sought care, don't know if father accompanied, 1=had prenatal problem, sought care, father did not accompany, 2=had prenatal problem, sought care, father accompanied",f2600,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_care_pi_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01 who experienced a prenatal danger sign and sought care,"999=refused, 0=had prenatal problem, sought care, don't know if father accompanied, 1=had prenatal problem, sought care, father did not accompany, 2=had prenatal problem, sought care, father accompanied",f2600,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_care_pi_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention) who experienced a prenatal danger sign and sought care,"999=refused, 0=had prenatal problem, sought care, don't know if father accompanied, 1=had prenatal problem, sought care, father did not accompany, 2=had prenatal problem, sought care, father accompanied",f2600,
rct,prenc_ds_care_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1 who experienced a prenatal care danger sign,"999=refused, 0= don't know if had danger signs or whether sought care, 1=experienced danger signs and did not seek care, 2=experienced danger signs and sought care","f2400, f2500",AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_care_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01 who experienced a prenatal care danger sign,"999=refused, 0= don't know if had danger signs or whether sought care, 1=experienced danger signs and did not seek care, 2=experienced danger signs and sought care","f2400, f2500",AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_care_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention) who experienced a prenatal care danger sign,"999=refused, 0= don't know if had danger signs or whether sought care, 1=experienced danger signs and did not seek care, 2=experienced danger signs and sought care","f2400, f2500",
rct,prenc_ds_dizzy_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Dizziness",i1400e,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_dizzy_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Dizziness",i1400e,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_dizzy_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Dizziness",i1400e,
rct,prenc_ds_fever_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Fever",i1400i,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_fever_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Fever",i1400i,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_fever_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Fever",i1400i,
rct,prenc_ds_headache_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Headache",i1400c,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_headache_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Headache",i1400c,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_headache_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Headache",i1400c,
rct,prenc_ds_movement_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Reduction or absence of fetal movements",i1400g,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_movement_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Reduction or absence of fetal movements",i1400g,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_movement_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Reduction or absence of fetal movements",i1400g,
rct,prenc_ds_pallor_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Pallor (especially of the lips, tongue, or palms)",i1400k,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_pallor_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Pallor (especially of the lips, tongue, or palms)",i1400k,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_pallor_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Pallor (especially of the lips, tongue, or palms)",i1400k,
rct,prenc_ds_pressure_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - High/low blood pressure",i1400m,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_pressure_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - High/low blood pressure",i1400m,MIRRORED from prenc_ds_pressure_ka_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,prenc_ds_pressure_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - High/low blood pressure",i1400m,
rct,prenc_ds_ringing_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Ringing in the ears",i1400d,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_ringing_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Ringing in the ears",i1400d,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_ringing_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Ringing in the ears",i1400d,
rct,prenc_ds_seizure_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Seizures",i1400b,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_seizure_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Seizures",i1400b,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_seizure_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Seizures",i1400b,
rct,prenc_ds_swelling_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Swelling of the face, hands, and feet",i1400j,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_swelling_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Swelling of the face, hands, and feet",i1400j,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_swelling_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Swelling of the face, hands, and feet",i1400j,
rct,prenc_ds_urine_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Difficulty urinating",i1400f,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_urine_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Difficulty urinating",i1400f,MIRRORED from prenc_ds_urine_ka_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,prenc_ds_urine_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Difficulty urinating",i1400f,
rct,prenc_ds_vomit_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Vomiting",i1400n,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_vomit_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Vomiting",i1400n,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_vomit_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Vomiting",i1400n,
rct,prenc_ds_water_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Water breaking",i1400h,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_water_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Water breaking",i1400h,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_water_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Water breaking",i1400h,
rct,prenc_ds_weight_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Difficulty gaining weight",i1400l,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_weight_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Difficulty gaining weight",i1400l,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_ds_weight_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal danger sign, 2=respondent named prenatal danger sign - Difficulty gaining weight",i1400l,
rct,prenc_expenses_animals_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name way to prepare for birth expenses, 2=respondent named way to prepare for birth expenses - Save animals to sell",i1402a,
rct,prenc_expenses_cost_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name way to prepare for birth expenses, 2=respondent named way to prepare for birth expenses - Know how much money a trip to the maternal clinic can cost",i1402b,
rct,prenc_expenses_savings_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name way to prepare for birth expenses, 2=respondent named way to prepare for birth expenses - Try to have a savings plan",i1402c,
rct,prenc_pi_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=fathers should not attend pregnancy check-ups with their pregnant wives/companions, 2=fathers should attend pregnancy check-ups with their pregnant wives/companions",i3200,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_pi_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=fathers should not attend pregnancy check-ups with their pregnant wives/companions, 2=fathers should attend pregnancy check-ups with their pregnant wives/companions",i3200,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_pi_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=fathers should not attend pregnancy check-ups with their pregnant wives/companions, 2=fathers should attend pregnancy check-ups with their pregnant wives/companions",i3200,
rct,prenc_pi_ka_w4,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=fathers should not attend pregnancy check-ups with their pregnant wives/companions, 2=fathers should attend pregnancy check-ups with their pregnant wives/companions",i3200,MIRRORED from prenc_pi_ka_w3; derivation applies analogously with the wave window shifted; verify against actual data files
