study,variable_id,wave,level,variable_type,question_type,survey,repeated_question,question_text_en,question_text_en_male,question_text_es,question_text_es_male,notes,source_file
ih,ce_a0900,0,respondent,survey,single,ih,false,"During this conversation, I… Thought what the other person was saying was worth listening to.",,"Durante esta conversación, … creí que valía la pena escuchar lo que la otra persona estaba diciendo.",,order_A=13; order_B=13,honduras_IH_codebook_v1.xlsx
ih,ce_a1000,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto hizo esto?,,order_A=14; order_B=14,honduras_IH_codebook_v1.xlsx
ih,ce_a1100,0,respondent,survey,single,ih,false,"During this conversation, I…Thought about why the other person had a different opinion than me.",,"Durante esta conversación, … pensé en por qué la otra persona tenía una opinión diferente a la mía.",,order_A=15; order_B=15,honduras_IH_codebook_v1.xlsx
ih,ce_a1200,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto pensó esto?,,order_A=16; order_B=16,honduras_IH_codebook_v1.xlsx
ih,ce_a1300,0,respondent,survey,single,ih,false,"During this conversation, I… Listened carefully to what the other person was saying so that I could learn more about why this person had a different opinion.",,"Durante esta conversación, … escuché con atención lo que la otra persona estaba diciendo.",,order_A=17; order_B=17,honduras_IH_codebook_v1.xlsx
ih,ce_a1400,0,respondent,survey,single,ih,false,How much did you do this?,,¿Qué tanto hizo esto?,,order_A=18; order_B=18,honduras_IH_codebook_v1.xlsx
ih,ce_a1500,0,respondent,survey,single,ih,false,"During this experience, I… Tried to think about reasons for the difference before deciding how to respond.",,"Durante esta conversación, … traté de pensar en las razones que llevaron a la diferencia de opinión antes de decidir de qué forma responder.",,order_A=19; order_B=19,honduras_IH_codebook_v1.xlsx
ih,ce_a1600,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto pensó esto?,,order_A=20; order_B=20,honduras_IH_codebook_v1.xlsx
ih,ce_a1700,0,respondent,survey,single,ih,false,"During this conversation, I… Tried to convince the other person that I was correct.",,"Durante esta conversación, … traté de convencer a la otra persona de que yo tenía razón.",,order_A=21; order_B=21,honduras_IH_codebook_v1.xlsx
ih,ce_a1800,0,respondent,survey,single,ih,false,How much did you try to convince the other person?,,¿Qué tanto intentó convencer a la otra persona?,,order_A=22; order_B=22,honduras_IH_codebook_v1.xlsx
ih,ce_a1900,0,respondent,survey,single,ih,false,"During this conversation, I… Thought my opinion was worth more than the other person’s opinion.",,"Durante esta conversación, … pensé que mi opinión valía más que la opinión de la otra persona.",,order_A=23; order_B=23,honduras_IH_codebook_v1.xlsx
ih,ce_a2000,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto penso esto?,,order_A=24; order_B=24,honduras_IH_codebook_v1.xlsx
ih,ce_a9994,0,respondent,intro,intro,ih,false,"Now, we’d like you to think about another conversation you had with someone where you experienced a difference of opinion. This situation must be different to the one you shared with us already. Are you ready?",,"Ahora para continuar, queremos que piense en otra conversación que tuvo con alguien donde se dio una diferencia de opinión. Esta situación debe ser diferente a la que nos compartió. ¿Está listo/a?",,order_A=25; order_B=25,honduras_IH_codebook_v1.xlsx
ih,ce_a9995,0,respondent,intro,intro,ih,false,"This time, we’d like you to think about the most recent difference of opinion where you were wrong and the other person was right. Do you have a conversation like this in mind? Now, think back to that moment when that situation happened and picture the conversation in your mind.",,"Esta vez queremos que piense en una diferencia de opinión reciente donde usted estaba equivocado(a), y la otra persona tenía razón. ¿Tiene una conversación de este tipo en su mente? Ahora piense en ese momento cuando se dio la situación e imagine la conversación en su mente;",,order_A=26; order_B=48,honduras_IH_codebook_v1.xlsx
ih,ce_a2100,0,respondent,survey,single,ih,false,When did this difference of opinion happen?,,¿Cuándo ocurrió esta diferencia de opinión?,,order_A=27; order_B=49,honduras_IH_codebook_v1.xlsx
ih,ce_a2200,0,respondent,survey,single,ih,false,What time of day was it?,,¿Qué momento del día era?,,order_A=28; order_B=50,honduras_IH_codebook_v1.xlsx
ih,ce_a2300,0,respondent,survey,single,ih,false,What was the weather like?,,¿Cómo estaba el clima ese día?,,order_A=29; order_B=51,honduras_IH_codebook_v1.xlsx
ih,ce_a2400,0,respondent,survey,text,ih,false,Where were you when it happened?,,¿Dónde estaba usted cuando sucedió esta diferencia de opinión?,,order_A=30; order_B=52,honduras_IH_codebook_v1.xlsx
ih,ce_a2500,0,respondent,survey,text,ih,false,What were you doing when it happened?,,¿Qué estaba haciendo cuando ocurrió?,,order_A=31; order_B=53,honduras_IH_codebook_v1.xlsx
ih,ce_a2600,0,respondent,survey,text,ih,false,Who did you have this difference in opinion with?,,¿Con quién tuvo esta diferencia de opinión?,,order_A=32; order_B=54,honduras_IH_codebook_v1.xlsx
ih,ce_a2700,0,respondent,survey,text,ih,false,What was the difference in opinion was about?,,"En términos generales, ¿sobre qué se trató la diferencia de opinión?",,order_A=33; order_B=55,honduras_IH_codebook_v1.xlsx
ih,ce_a9996,0,respondent,intro,intro,ih,false,"Keep thinking about this conversation involving difference in opinion. Now, like I did before, I will read some statements that describe some thoughts or actions. Tell me whether you thought or did any of these things during the conversation you are thinking about. Think about the following:",,"Siga pensando en esta conversación donde se dio esta diferencia de opinión. Ahora, igual que la vez anterior, le voy a leer unas frases que describen algunos pensamientos o algunas acciones. Digame si usted pensó o hizo alguna de estas cosas durante esta conversación en la que está pensando. Piense en lo siguiente…",,order_A=34; order_B=56,honduras_IH_codebook_v1.xlsx
ih,ce_a2800,0,respondent,survey,single,ih,false,"During this conversation, I… Thought what the other person was saying was worth listening to.",,"Durante esta conversación, … creí que valía la pena escuchar lo que la otra persona estaba diciendo.",,order_A=35; order_B=57,honduras_IH_codebook_v1.xlsx
ih,ce_a2900,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto hizo esto?,,order_A=36; order_B=58,honduras_IH_codebook_v1.xlsx
ih,ce_a3000,0,respondent,survey,single,ih,false,"During this conversation, I…Thought about why the other person had a different opinion than me.",,"Durante esta conversación, … pensé en por qué la otra persona tenía una opinión diferente a la mía.",,order_A=37; order_B=59,honduras_IH_codebook_v1.xlsx
ih,ce_a3100,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto pensó esto?,,order_A=38; order_B=60,honduras_IH_codebook_v1.xlsx
ih,ce_a3200,0,respondent,survey,single,ih,false,"During this conversation, I… Listened carefully to what the other person was saying.",,"Durante esta conversación, … escuché con atención lo que la otra persona estaba diciendo.",,order_A=39; order_B=61,honduras_IH_codebook_v1.xlsx
ih,ce_a3300,0,respondent,survey,single,ih,false,How much did you do this?,,¿Qué tanto hizo esto?,,order_A=40; order_B=62,honduras_IH_codebook_v1.xlsx
ih,ce_a3400,0,respondent,survey,single,ih,false,"During this experience, I… Tried to think about reasons for the difference before deciding how to respond.",,"Durante esta conversación, … traté de pensar en las razones que llevaron a la diferencia de opinión antes de decidir de qué forma responder.",,order_A=41; order_B=63,honduras_IH_codebook_v1.xlsx
ih,ce_a3500,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto pensó esto?,,order_A=42; order_B=64,honduras_IH_codebook_v1.xlsx
ih,ce_a3600,0,respondent,survey,single,ih,false,"During this conversation, I… Tried to convince the other person that I was correct.",,"Durante esta conversación, … traté de convencer a la otra persona de que yo tenía razón.",,order_A=43; order_B=65,honduras_IH_codebook_v1.xlsx
ih,ce_a3700,0,respondent,survey,single,ih,false,How much did you try to convince the other person?,,¿Qué tanto intentó convencer a la otra persona?,,order_A=44; order_B=66,honduras_IH_codebook_v1.xlsx
ih,ce_a3800,0,respondent,survey,single,ih,false,"During this conversation, I… Thought my opinion was worth more than the other person’s opinion.",,"Durante esta conversación, … pensé que mi opinión valía más que la opinión de la otra persona.",,order_A=45; order_B=67,honduras_IH_codebook_v1.xlsx
ih,ce_a3900,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto penso esto?,,order_A=46; order_B=68,honduras_IH_codebook_v1.xlsx
ih,ce_a9997,0,respondent,intro,intro,ih,false,"To conclude, we’d like you to think about one more conversation you had with someone where a difference of opinion took place. This situation must be different from the ones you have shared. Are you ready?",,"Para finalizar, queremos que piense en una conversación más que tuvo con alguien donde se dio una diferencia de opinión. Esta situación debe ser diferente a las que nos compartió. ¿Está listo/a?",,order_A=47; order_B=47,honduras_IH_codebook_v1.xlsx
ih,ce_a9998,0,respondent,intro,intro,ih,false,"This time, please think of the most recent situation where you were right and the other person was wrong. Do you have a conversation like this in mind? Now, think back to that moment when that situation happened and picture the conversation in your mind.",,"Esta vez, por favor piense en la situación más reciente donde usted tenía la razón y la otra persona estaba equivocada. ¿Tiene una conversación de este tipo en su mente? Ahora piense en ese momento cuando se dio la situación e imagine la conversación en su mente;",,order_A=48; order_B=26,honduras_IH_codebook_v1.xlsx
ih,ce_a4000,0,respondent,survey,single,ih,false,When did this difference of opinion happen?,,¿Cuándo ocurrió esta diferencia de opinión?,,order_A=49; order_B=27,honduras_IH_codebook_v1.xlsx
ih,ce_a4100,0,respondent,survey,single,ih,false,What time of day was it?,,¿Qué momento del día era?,,order_A=50; order_B=28,honduras_IH_codebook_v1.xlsx
ih,ce_a4200,0,respondent,survey,single,ih,false,What was the weather like?,,¿Cómo estaba el clima ese día?,,order_A=51; order_B=29,honduras_IH_codebook_v1.xlsx
ih,ce_a4300,0,respondent,survey,text,ih,false,Where were you when it happened?,,¿Dónde estaba usted cuando sucedió esta diferencia de opinión?,,order_A=52; order_B=30,honduras_IH_codebook_v1.xlsx
ih,ce_a4400,0,respondent,survey,text,ih,false,What were you doing when it happened?,,¿Qué estaba haciendo cuando ocurrió?,,order_A=53; order_B=31,honduras_IH_codebook_v1.xlsx
ih,ce_a4500,0,respondent,survey,text,ih,false,Who did you have this difference in opinion with?,,¿Con quién tuvo esta diferencia de opinión?,,order_A=54; order_B=32,honduras_IH_codebook_v1.xlsx
ih,ce_a4600,0,respondent,survey,text,ih,false,What was the difference in opinion was about?,,"En términos generales, ¿sobre qué se trató la diferencia de opinión?",,order_A=55; order_B=33,honduras_IH_codebook_v1.xlsx
ih,ce_a9999,0,respondent,intro,intro,ih,false,"Keep thinking about this conversation involving difference in opinion. Now, I will read some statements that describe some thoughts or actions. I would like you to tell me whether you thought or did any of these things during the conversation you are thinking about. Anything you will say here is confidential and we will never share it with anybody. Think about the following:",,"Siga pensando en esta conversación donde se dio esta diferencia de opinión. Ahora, igual que las veces anteriores, le voy a leer las mismas frases que describen algunos pensamientos o algunas acciones. Dígame si usted pensó o hizo alguna de estas cosas durante esta conversación en la que está pensando. Piense en lo siguiente…",,order_A=56; order_B=34,honduras_IH_codebook_v1.xlsx
ih,ce_a4700,0,respondent,survey,single,ih,false,"During this conversation, I… Thought what the other person was saying was worth listening to.",,"Durante esta conversación, … creí que valía la pena escuchar lo que la otra persona estaba diciendo.",,order_A=57; order_B=35,honduras_IH_codebook_v1.xlsx
ih,ce_a4800,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto hizo esto?,,order_A=58; order_B=36,honduras_IH_codebook_v1.xlsx
ih,ce_a4900,0,respondent,survey,single,ih,false,"During this conversation, I…Thought about why the other person had a different opinion than me.",,"Durante esta conversación, … pensé en por qué la otra persona tenía una opinión diferente a la mía.",,order_A=59; order_B=37,honduras_IH_codebook_v1.xlsx
ih,ce_a5000,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto pensó esto?,,order_A=60; order_B=38,honduras_IH_codebook_v1.xlsx
ih,ce_a5100,0,respondent,survey,single,ih,false,"During this conversation, I… Listened carefully to what the other person was saying.",,"Durante esta conversación, … escuché con atención lo que la otra persona estaba diciendo.",,order_A=61; order_B=39,honduras_IH_codebook_v1.xlsx
ih,ce_a5200,0,respondent,survey,single,ih,false,How much did you do this?,,¿Qué tanto hizo esto?,,order_A=62; order_B=40,honduras_IH_codebook_v1.xlsx
ih,ce_a5300,0,respondent,survey,single,ih,false,"During this experience, I… Tried to think about reasons for the difference before deciding how to respond.",,"Durante esta conversación, … traté de pensar en las razones que llevaron a la diferencia de opinión antes de decidir de qué forma responder.",,order_A=63; order_B=41,honduras_IH_codebook_v1.xlsx
ih,ce_a5400,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto pensó esto?,,order_A=64; order_B=42,honduras_IH_codebook_v1.xlsx
ih,ce_a5500,0,respondent,survey,single,ih,false,"During this conversation, I… Tried to convince the other person that I was correct.",,"Durante esta conversación, … traté de convencer a la otra persona de que yo tenía razón.",,order_A=65; order_B=43,honduras_IH_codebook_v1.xlsx
ih,ce_a5600,0,respondent,survey,single,ih,false,How much did you try to convince the other person?,,¿Qué tanto intentó convencer a la otra persona?,,order_A=66; order_B=44,honduras_IH_codebook_v1.xlsx
ih,ce_a5700,0,respondent,survey,single,ih,false,"During this conversation, I… Thought my opinion was worth more than the other person’s opinion.",,"Durante esta conversación, … pensé que mi opinión valía más que la opinión de la otra persona.",,order_A=67; order_B=45,honduras_IH_codebook_v1.xlsx
ih,ce_a5800,0,respondent,survey,single,ih,false,How much did you think this?,,¿Qué tanto penso esto?,,order_A=68; order_B=46,honduras_IH_codebook_v1.xlsx
ih,ce_b9990,0,respondent,intro,intro,ih,false,"Now, we'll continue to the next section.",,Ahora seguiremos con la proxima seccion.,,order_A=69; order_B=69,honduras_IH_codebook_v1.xlsx
ih,ce_b0100,0,respondent,survey,numeric,ih,false,"Imagine the following situation: Today you unexpectedly received 1,000 Lempiras. How much of this amount would you donate to a good cause?",,"Imagínese la siguiente situación: Hoy, de forma inesperada, usted recibe 1000 Lempiras. ¿Qué cantidad de este monto donaría usted a una buena causa?",,order_A=70; order_B=70,honduras_IH_codebook_v1.xlsx
ih,ce_b9991,0,respondent,intro,intro,ih,false,Now we'd like to ask you some general questions about yourself.,,Ahora nos gustaría hacerle unas preguntas generales sobre usted mismo/a.,,order_A=71; order_B=71,honduras_IH_codebook_v1.xlsx
ih,ce_b0200,0,respondent,survey,single,ih,false,What do you do most of the time?,,¿A que se dedica la mayor parte del tiempo?,,order_A=72; order_B=72,honduras_IH_codebook_v1.xlsx
ih,ce_b0900,0,respondent,survey,multi,ih,false,Was there any other activity that you engaged in to earn income or contribute to the economic situation of your household even if you didn't receive payment? DO NOT READ ANSWERS,,Hubo alguna otra actividad a la que se dedicó para obtener ingresos o aportar a la situación económica de su hogar aunque no haya recibido un pago? NO LEA LAS RESPUESTAS,,order_A=81; order_B=74,honduras_IH_codebook_v1.xlsx
hmb,mb_z0001,1,respondent,survey,single,hmb,true,PLEASE REVIEW CONSENT SCRIPT WITH THE PARTICIPANT. Do you have any questions? Would you like to participate in this study?,,LEER GUION DE CONSENTIMIENTO INFORMADO CON EL PARTICIPANTE ¿Tiene usted alguna pregunta? ¿Desea usted participar en este estudio?,,question_order=1,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_z0001x,1,respondent,survey,single,hmb,false,Why was consent not obtained?,,Porque no se obtuvo consentimiento?,,question_order=2,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_m00,1,respondent,survey,text,hmb,true,PLACE BARCODE STICKER 00 ON THE PARTICIPANT INFORMATION SHEET AND SCAN IT.,,POR FAVOR COLOQUE EL ESTICKER CON EL CÓDIGO DE BARRAS 00 EN LA HOJA DEL PARTICIPANTE Y ESCANÉELO.,,question_order=3,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_c005,1,respondent,survey,relationship,hmb,false,What is the name of your partner?,,¿Cómo se llama su pareja?,,question_order=4,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_m01_1,1,respondent,survey,text,hmb,false,PLEASE SCAN THE BARCODE ON THE PARTICIPANT SHEET.,,POR FAVOR ESCANEE EL CODIGO DE BARRA DE LA HOJA DEL PARTICIPANTE.,,question_order=5,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_m01,1,respondent,survey,text,hmb,true,PLEASE SCAN THE TUBE WITH BARCODE ENDING IN 01 FROM THE PARTICIPANT TUBE BAG,,POR FAVOR ESCANEE EL TUBO #01 DE LA BOLSA DEL PARTICIPANTE.,,question_order=6,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0100,1,respondent,survey,numeric,hmb,true,We will now take your weight: ENTER WEIGHT (kg) AND WRITE IT DOWN ON THE PARTICIPANT'S SHEET IN LBS,,Ahora le tomaremos su peso: INGRESE PESO (kg) ESCRIBA EL PESO DEL PARTICIPANTE EN LA HOJA DEL PARTICIPANTE,,question_order=7,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0200,1,respondent,survey,numeric,hmb,true,We will now measure your height: ENTER HEIGHT (cm) AND WRITE IT DOWN ON THE PARTICIPANT'S SHEET IN MTS,,"Ahora le tomaremos su altura: INGRESE ALTURA (cm), ESCRIBA LA ALTURA DEL PARTICIPANTE EN LA HOJA DEL PARTICIPANTE.",,question_order=8,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0300,1,respondent,survey,numeric,hmb,true,ENTER PARTICIPANT'S SYSTOLIC BLOOD PRESSURE AND WRITE IT ON THE PARTICIPANT'S INFO SHEET,,INGRESE LA PRESIÓN SISTÓLICA DEL PARTICIPANTE Y ESCRÍBALA EN LA HOJA DEL PARTICIPANTE.,,question_order=9,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0400,1,respondent,survey,numeric,hmb,true,ENTER PARTICIPANT'S DIASTOLIC BLOOD PRESSURE AND WRITE IT ON THE PARTICIPANT'S INFO SHEET,,INGRESE LA PRESIÓN DIASTÓLICA DEL PARTICIPANTE Y ESCRÍBALA EN LA HOJA DEL PARTICIPANTE.,,question_order=10,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0005,1,respondent,survey,numeric,hmb,true,ENTER THE HEART RATE REGISTERED BY THE BP MACHINE AND WRITE IT IN THE PARTICIPANT INFORMATION SHEET,,INGRESE EL PULSO REGISTRADO POR LA MAQUINA DE PRESION ARTERIAL Y ESCRIBALA EN LA HOJA DEL PARTICIPANTE,,question_order=11,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0600,1,respondent,survey,numeric,hmb,true,ENTER PARTICIPANT'S PERFUSION INDEX (PI) AND WRITE IT ON THE PARTICIPANT'S INFO SHEET,,INGRESE EL ÍNDICE DE PERFUSIÓN (PI) DEL PARTICIPANTE Y ESCRÍBALO EN LA HOJA DEL PARTICIPANTE.,,question_order=12,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0700,1,respondent,survey,numeric,hmb,true,ENTER PARTICIPANT'S PULSE AND WRITE IT ON THE PARTICIPANT'S INFO SHEET,,INGRESE EL PULSO (Pr) DEL PARTICIPANTE Y ESCRÍBALO EN LA HOJA DEL PARTICIPANTE.,,question_order=13,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0800,1,respondent,survey,numeric,hmb,true,ENTER PARTICIPANT'S OXYGEN SATURATION AND WRITE IT ON THE PARTICIPANT'S INFORMATION SHEET.,,INGRESE LA SATURACIÓN ARTERIAL DE OXÍGENO DEL PARTICIPANTE (O2) Y ESCRÍBALA EN LA HOJA DEL PARTICIPANTE,,question_order=14,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0900,1,respondent,survey,numeric,hmb,true,ENTER PARTICIPANT'S HEMOGLOBIN LEVEL AND WRITE IT ON THE PARTICIPANT'S INFO SHEET,,INGRESE EL NIVEL DE HEMOGLOBINA (spHb) DEL PARTICIPANTE Y ESCRÍBALO EN LA HOJA DEL PARTICIPANTE.,,question_order=15,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_m02,1,respondent,survey,text,hmb,true,PLEASE SCAN THE TUBE WITH BARCODE ENDING IN 02 FROM THE PARTICIPANT TUBE BAG,,POR FAVOR ESCANEE EL TUBO #02 DE LA BOLSA DEL PARTICIPANTE.,,question_order=16,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_m02_n,1,respondent,survey,text,hmb,true,"IF THERE WERE ANY PROBLEMS COLLECTING SALIVA SAMPLE 2, PLEASE EXPLAIN HERE",,"SI SE PRESENTÓ ALGÚN PROBLEMA AL TOMAR LA MUESTRA DE SALIVA 2, POR FAVOR EXPLIQUE LA SITUACIÓN.",,question_order=17,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_d0010,1,respondent,survey,numeric,hmb,true,PLEASE ENTER THE PARTICIPANT's HbA1c RESULT.,,POR FAVOR INGRESE EL RESULTADO DE LA PRUEBA DE HbA1C (HEMOGLOBINA GLICOSILADA).,,question_order=18,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0100,1,respondent,survey,single,hmb,true,Where were you born?,,¿Dónde nació usted?,,question_order=19,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0200,1,respondent,survey,single,hmb,true,What department in Honduras?,,¿Qué departamento en Honduras?,,question_order=20,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0300,1,respondent,survey,single,hmb,true,If Copan: What municipality?,,¿Qué municipio?,,question_order=21,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0400,1,respondent,survey,single,hmb,true,Another country: specify,,¿Qué país?,,question_order=22,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500a,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500b,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500c,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500d,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500e,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500f,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500g,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500h,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0500i,1,respondent,survey,multi,hmb,true,Do you consider yourself a part of any of the following ethnic groups?,,Usted se considera ser cualquiera de los siguientes...,,question_order=23,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600a,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600b,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600c,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600d,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600e,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600f,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600g,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600h,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600i,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0600j,1,respondent,survey,multi,hmb,true,What was the main language spoken in your home when you were a child? DO NOT READ RESPONSES,,¿Cuál era la lengua o idioma principal que se hablaba en su hogar cuando usted era pequeño/a? NO LEA LAS RESPUESTAS,,question_order=24,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0700,1,respondent,survey,single,hmb,true,Are you a citizen of the EU?,,¿Es usted ciudadano/a de la Union Europea?,,question_order=25,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800a,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800b,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
hmb,mb_a0800c,1,respondent,survey,multi,hmb,true,"What language or languages does/did your Mother speak? DO NOT READ RESPONSES. IF PARTICIPANT CHOOSES SPANISH ONLY, ADD: Does/did she speak any other language?",,"¿Qué lengua o lenguas habla/hablaba su madre? NO LEA LAS RESPUESTAS. SI EL/LA ENCUESTADO/A SELECCIONA ESPAÑOL SOLAMENTE, PREGUNTE: ¿Ella habla/hablaba alguna otra lengua o idioma?",,question_order=26,hmb_codebook_cohort1_baseline_v3.xlsx
