variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men,question_spanish_women,question_spanish_men,option_spanish_women,option_spanish_men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7500,0,multiple_choice,w1 baseline,Has your menstrual period returned since the birth of [NEW CHILD X]?,NA,2,No,NA,¿Le ha regresado la menstruación desde el parto de [NEW CHILD X]?,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7600,0,integer,w1 baseline,For how many months after the birth of [NEW CHILD X] did you not have a period?,NA,NA,NA,NA,¿Por cuántos meses después del parto de [NEW CHILD X] no tuvo su menstruación?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700a,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",a,Holding him/her,Holding him/her,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Cargandolo(a),Cargandolo(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700b,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",b,Feeding him/her,Feeding him/her,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Alimentandolo (a),Alimentandolo (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700c,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",c,Bathing him/her,Bathing him/her,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Bañandolo (a),Bañandolo (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700d,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",d,Playing with him/her,Playing with him/her,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Jugando con él/ella,Jugando con él/ella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700e,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",e,Taking him/her to the doctor or health clinic,Taking him/her to the doctor or health clinic,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Llevandolo (a) al doctor o a la unidad de salud,Llevandolo (a) al doctor o a la unidad de salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700f,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",f,Giving him/her medicine,Giving him/her medicine,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Dandole medicamento,Dandole medicamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700g,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",g,Putting him/her to sleep,Putting him/her to sleep,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Durmiendolo (a),Durmiendolo (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7700h,1,multiple_select,w1 baseline,"Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",h,None of the above,None of the above,"Desde que nació [NEW CHILD X], ¿ha participado el padre de [f0910] en alguna de las siguientes actividades?","Desde que nació [NEW CHILD X], ¿ha participado usted en alguna de las siguientes actividades?",Ninguno,Ninguno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8888,0,intro,w1 baseline,Now we will ask you some questions about [NEW CHILD X]’s health in the past month,SAME,NA,NA,NA,Ahora le voy a preguntar sobre la salud de [NEW CHILD X] en el último mes,SAME,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7800,1,multiple_choice,w1 baseline,Has [NEW CHILD X] had diarrhea in the last 4 weeks?,SAME,1,Yes,SAME,¿[NEW CHILD X] ha tenido diarrea en las últimas 4 semanas?,SAME,Sí,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7800,1,multiple_choice,w1 baseline,Has [NEW CHILD X] had diarrhea in the last 4 weeks?,SAME,2,No,SAME,¿[NEW CHILD X] ha tenido diarrea en las últimas 4 semanas?,SAME,No,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7900,1,multiple_choice,w1 baseline,Was there blood in the stools?,SAME,1,Yes,SAME,¿Había sangre en las heces?,SAME,Sí,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7900,1,multiple_choice,w1 baseline,Was there blood in the stools?,SAME,2,No,SAME,¿Había sangre en las heces?,SAME,No,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8000,1,multiple_choice,w1 baseline,"I'd like to know how much that [NEW CHILD X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?",SAME,1,Much less,SAME,"Nos gustaría saber cuánto le dieron de beber a [NEW CHILD X] cuando tuvo diarrea (incluyendo leche de pecho). ¿Diría que le dieron menos de lo usual, casi lo mismo o más de lo usual? 
 SI ES MENOS, INDAGUE: ¿Le dieron de beber mucho menos o un algo menos de lo usual?",SAME,Mucho menos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8000,1,multiple_choice,w1 baseline,"I'd like to know how much that [NEW CHILD X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?",SAME,2,Somewhat less,SAME,"Nos gustaría saber cuánto le dieron de beber a [NEW CHILD X] cuando tuvo diarrea (incluyendo leche de pecho). ¿Diría que le dieron menos de lo usual, casi lo mismo o más de lo usual? 
 SI ES MENOS, INDAGUE: ¿Le dieron de beber mucho menos o un algo menos de lo usual?",SAME,Un poco menos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8000,1,multiple_choice,w1 baseline,"I'd like to know how much that [NEW CHILD X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?",SAME,3,About the same,SAME,"Nos gustaría saber cuánto le dieron de beber a [NEW CHILD X] cuando tuvo diarrea (incluyendo leche de pecho). ¿Diría que le dieron menos de lo usual, casi lo mismo o más de lo usual? 
 SI ES MENOS, INDAGUE: ¿Le dieron de beber mucho menos o un algo menos de lo usual?",SAME,Casi la misma cantidad,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8000,1,multiple_choice,w1 baseline,"I'd like to know how much that [NEW CHILD X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?",SAME,4,More,SAME,"Nos gustaría saber cuánto le dieron de beber a [NEW CHILD X] cuando tuvo diarrea (incluyendo leche de pecho). ¿Diría que le dieron menos de lo usual, casi lo mismo o más de lo usual? 
 SI ES MENOS, INDAGUE: ¿Le dieron de beber mucho menos o un algo menos de lo usual?",SAME,Más,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8000,1,multiple_choice,w1 baseline,"I'd like to know how much that [NEW CHILD X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?",SAME,5,Nothing to drink,SAME,"Nos gustaría saber cuánto le dieron de beber a [NEW CHILD X] cuando tuvo diarrea (incluyendo leche de pecho). ¿Diría que le dieron menos de lo usual, casi lo mismo o más de lo usual? 
 SI ES MENOS, INDAGUE: ¿Le dieron de beber mucho menos o un algo menos de lo usual?",SAME,Nada de beber,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8100,1,multiple_choice,w1 baseline,"When [NEW CHILD X] had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?",SAME,1,Much less,SAME,"Durante el tiempo que [NEW CHILD X] tuvo diarrea, ¿le dieron a él/ella menos de lo usual que comer, casi la misma cantidad, más que lo usual, o nada que comer?
 SI ES MENOS, INDAGUE: ¿Le dieron de comer mucho menos que lo usual o algún tanto menos?",SAME,Mucho menos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8100,1,multiple_choice,w1 baseline,"When [NEW CHILD X] had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?",SAME,2,Somewhat less,SAME,"Durante el tiempo que [NEW CHILD X] tuvo diarrea, ¿le dieron a él/ella menos de lo usual que comer, casi la misma cantidad, más que lo usual, o nada que comer?
 SI ES MENOS, INDAGUE: ¿Le dieron de comer mucho menos que lo usual o algún tanto menos?",SAME,Un poco menos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8100,1,multiple_choice,w1 baseline,"When [NEW CHILD X] had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?",SAME,3,About the same,SAME,"Durante el tiempo que [NEW CHILD X] tuvo diarrea, ¿le dieron a él/ella menos de lo usual que comer, casi la misma cantidad, más que lo usual, o nada que comer?
 SI ES MENOS, INDAGUE: ¿Le dieron de comer mucho menos que lo usual o algún tanto menos?",SAME,Casi la misma cantidad,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8100,1,multiple_choice,w1 baseline,"When [NEW CHILD X] had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?",SAME,4,More,SAME,"Durante el tiempo que [NEW CHILD X] tuvo diarrea, ¿le dieron a él/ella menos de lo usual que comer, casi la misma cantidad, más que lo usual, o nada que comer?
 SI ES MENOS, INDAGUE: ¿Le dieron de comer mucho menos que lo usual o algún tanto menos?",SAME,Más,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8100,1,multiple_choice,w1 baseline,"When [NEW CHILD X] had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?",SAME,5,Nothing to eat,SAME,"Durante el tiempo que [NEW CHILD X] tuvo diarrea, ¿le dieron a él/ella menos de lo usual que comer, casi la misma cantidad, más que lo usual, o nada que comer?
 SI ES MENOS, INDAGUE: ¿Le dieron de comer mucho menos que lo usual o algún tanto menos?",SAME,Nada de comer,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8200,1,multiple_choice,w1 baseline,Did you seek advice or treatment for the diarrhea from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,1,No,SAME,"¿Usted buscó consejería o tratamiento para la diarrea de alguna fuente? SI RESPUESTA ES 'SI', PREGUNTAR: ¿Adónde buscó consejos o tratamiento por primera vez? NO LEA LAS RESPUESTAS",SAME,No,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8200,1,multiple_choice,w1 baseline,Did you seek advice or treatment for the diarrhea from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,10,Other,SAME,"¿Usted buscó consejería o tratamiento para la diarrea de alguna fuente? SI RESPUESTA ES 'SI', PREGUNTAR: ¿Adónde buscó consejos o tratamiento por primera vez? NO LEA LAS RESPUESTAS",SAME,Otro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8200,1,multiple_choice,w1 baseline,Did you seek advice or treatment for the diarrhea from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,2,Doctor or nurse (local health center),SAME,"¿Usted buscó consejería o tratamiento para la diarrea de alguna fuente? SI RESPUESTA ES 'SI', PREGUNTAR: ¿Adónde buscó consejos o tratamiento por primera vez? NO LEA LAS RESPUESTAS",SAME,Doctor o enfermera (centro de salud cercano),SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8200,1,multiple_choice,w1 baseline,Did you seek advice or treatment for the diarrhea from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,3,Doctor or nurse (other health unit),SAME,"¿Usted buscó consejería o tratamiento para la diarrea de alguna fuente? SI RESPUESTA ES 'SI', PREGUNTAR: ¿Adónde buscó consejos o tratamiento por primera vez? NO LEA LAS RESPUESTAS",SAME,Doctor o enfermera (otra unidad de salud),SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8200,1,multiple_choice,w1 baseline,Did you seek advice or treatment for the diarrhea from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,4,Health promoter,SAME,"¿Usted buscó consejería o tratamiento para la diarrea de alguna fuente? SI RESPUESTA ES 'SI', PREGUNTAR: ¿Adónde buscó consejos o tratamiento por primera vez? NO LEA LAS RESPUESTAS",SAME,Promotor de salud,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
